id,vayu,source,answer,desc
801,【F2】,随蓝知识竞赛SP2,法海,"1.蛇 2.螃蟹 3.神曲 4.雷峰塔"
802,【J2】,随蓝知识竞赛SP2,菊花,"1.一元 2.日本 3.重阳 4.陶潜"
803,【Y2】,随蓝知识竞赛SP2,燕燕,"这是《诗经·国风》中的一篇，被誉为万古送别诗之祖。"
804,【G4】,随蓝知识竞赛SP2,观书有感,"这组诗共两首，写出了作者从书本中悟到的人生哲理。“为有源头活水来”便出自其中一首。"
805,【W2】,随蓝知识竞赛SP2,王籍,"这是一位诗人，他仕途不尽得意，好游山水以自遣，有通过鸟鸣以声写静的佳句。《入若耶溪》是他的代表作。"
806,【L7】,随蓝知识竞赛SP2,楼高莫近危阑倚,"这句词写的是游子离家后，其妇想登楼眺望却又知徒劳而强忍思念之情的表现。出自欧阳修的《踏莎行》，上一句是“盈盈粉泪”。"
807,【T2】,随蓝知识竞赛SP2,天猫,"1.猞猁 2.网购 3.马云 4.星座"
808,【M7】,随蓝知识竞赛SP2,明日愁来明日愁,"这句诗表达了及时行乐的态度，罗隐认为，以后的烦恼就留到以后再来担心吧。"
809,【B6】,随蓝知识竞赛SP2,北京师范大学,"1.木铎 2.出版社 3.普通 4.985"
810,【X5】,随蓝知识竞赛SP2,弦断有谁听,"这句词是作者听到蟋蟀鸣叫后的感受，岳飞想到自己知音难觅，把琴弦弹断也无人能解。"
811,【G9】,随蓝知识竞赛SP2,狗彘食人食而不知检,"这句古文出自《孟子·梁惠王上》，意思是犬和豚吃我们吃的东西却不去设法制止。下一句是“途有饿殍而不知发”。"
812,【S3】,随蓝知识竞赛SP2,上官仪,"这位初唐诗人曾官至宰相，其诗“琦错婉媚”，开创一代诗体，却因起草一封废后诏书而遭杀身之祸。他的孙女是人称“巾帼宰相”的上官婉儿。"
813,【Q7】,随蓝知识竞赛SP2,千寻铁锁沉江底,"这句诗运用了吴主孙皓的典故，是作者游西塞山所写，下句是“一片降幡出石头”。"
814,【X3】,随蓝知识竞赛SP2,新婚别,"这是杜甫的一首诗，反映了安史之乱征兵政策的惨无人道。诗中通过一对夫妇结婚后丈夫的匆忙告别描写了这一现实。"
815,【W4】,随蓝知识竞赛SP2,乌鸟私情,"这个成语来自于一种鸟，相传它对自己的母亲十分孝顺，捉到了虫子都会喂母亲吃。李密的《陈情表》中就化用了这个典故为此成语，比喻人应有报答父母之心。"
816,【X4】,随蓝知识竞赛SP2,虚拟语气,"这个词表示的是说话者做出的假设而非事实，或表示难以实现甚至与事实相反的情况。是英语中常见的一类语气。"
817,【Z3】,随蓝知识竞赛SP2,中和热,"这个词指在稀溶液中酸和碱反应生成1mol水的反应热。"
818,【S3】,随蓝知识竞赛SP2,食物网,"这个词可以反映生态系统中生物成分之间通过能量传递关系形成的错综复杂的普遍联系，即食物链之间相互交错相连构成的复杂网状关系。"
819,【J2】,随蓝知识竞赛SP2,角球,"这个词是曲棍球、足球在死球后重新开球的一种方法，其中在曲棍球中还分长短两种，在足球比赛中运用于防守球员最后触球使球整体越过己方球门线且未进球的情况。"
820,【T3】,随蓝知识竞赛SP2,天仙子,"1.莨菪 2.侠客行 3.万斯年 4.水调数声"
821,【C5】,随蓝知识竞赛SP2,澄江静如练,"这句诗写于南北朝时期，李白在游玩时回忆起了谢眺的这句诗。它描绘了向白绢一样的平静的长江水。上句是“余霞散成绮”。"
822,【Y2】,随蓝知识竞赛SP2,玉兔,"1.广寒宫 2.嫦娥号 3.台风 4.捣药"
823,【Y5】,随蓝知识竞赛SP2,幽人应未眠,"这句诗写于秋天的夜晚，作者在推测友人丘丹睡觉与否，上句是“空山松子落”。"
824,【X5】,随蓝知识竞赛SP2,薛定谔的猫,"1.箱子 2.观测 3.又死又活 4.量子力学"
825,【C7】,随蓝知识竞赛SP2,此花开尽更无花,"这句诗写出了作者喜欢菊花的原因，元稹认为，这种花开了以后便没有多少花开放了。"
826,【W4】,随蓝知识竞赛SP2,望洋兴叹,"这个成语与河伯有关，可以比喻因自身能力不够而无可奈何，河伯见到大海时只能喟然而叹。"
827,【D2】,随蓝知识竞赛SP2,递归,"在计算机科学中，它指函数自己调用自己的编程技巧。“从前有座山，山上有座庙，庙里有个老和尚讲故事：从前有座山……”是它的一个形象表述。"
828,【Y7】,随蓝知识竞赛SP2,月移花影上栏杆,"这句诗是作者因被春色吸引而不寐所写，王安石看到了栏杆上有月光照映出的花影。"
829,【J4】,随蓝知识竞赛SP2,举一反三,"这个成语出自《论语》，孔子认为如果他的学生不能做到这个要求，他将不会再给学生举例。即由一个事例或道理推知更多的道理。"
830,【J3】,随蓝知识竞赛SP2,贾迎春,"这是红楼梦中的一位女子，是宝玉的堂姐。她性格懦弱，人称“二木头”，后嫁到孙家遭虐致死。"
831,【M2】,随蓝知识竞赛SP2,莫奈,"这位艺术家擅长光与影的色彩描绘，是法国印象派的主要画家。《日出·印象》是他的代表作。"
832,【N3】,随蓝知识竞赛SP2,宁馨儿,"这个词是古时的一个俗语，原意为中性代词，之后逐渐变成了一个褒义词，借指好孩子。在第一届《中国汉字听写大会》上，有一位选手写错了此词后反而获得了这个美称。即张诺娅。"
833,【Q4】,随蓝知识竞赛SP2,旗亭画壁,"这是一个唐代文人的典故，与王昌龄、高适、王之涣三人有关。他们在一酒楼里听歌女唱歌，比谁的作品编入乐曲更多。"
834,【W7】,随蓝知识竞赛SP2,我以我血荐轩辕,"这句诗表达了作者愿用自己的满腔热忱报效祖国的情怀。出自鲁迅的《自题小像》。上句是“寄意寒星荃不察”。"
835,【D3】,随蓝知识竞赛SP2,电离层,"这是地球大气层垂直结构里的一层，位于海拔高度85km以上，极光在这一层内发生。因其内部分大气组分被高能射线发生解离而得名。"
836,【A4】,随蓝知识竞赛SP2,阿斯巴甜,"这是一种在制药过程中被发现的化学物质，其结构中含有一个苯环，是由两种酸结合而成，带有强烈的甜味。其潜在危害尚不明确。"
837,【Q2】,随蓝知识竞赛SP2,曲江,"这组诗共二首，是作者在安史之乱间游长安所写，“人生七十古来稀”便出自这组诗。"
838,【C3】,随蓝知识竞赛SP2,察举制,"这是一种选拔官吏的制度，是科举制的前身，汉代的“举孝廉”便是该制度的一个察举科目。"
839,【D5】,随蓝知识竞赛SP2,但坐观罗敷,"这句乐府诗写了劳动者和路人停下手中之事，相互埋怨的原因。因为他们看到了一位善养蚕的美女。出自《陌上桑》。上句是“来归相怨怒”"
840,【C2】,随蓝知识竞赛SP2,蔡邕,"这是一位著名文学家，书法家，他也精通音律，持有一把名琴。官至中郎的他生有一才女，写下了《胡笳十八拍》。"
841,【Z3】,随蓝知识竞赛SP2,祖冲之,"1.新历 2.天文学家 3.指南车 4.圆周率"
842,【S3】,随蓝知识竞赛SP2,狮子座,"1.黄道 2.流星雨 3.赫拉克勒斯 4.曾轶可"
843,【F3】,随蓝知识竞赛SP2,方法论,"这个词指的是人们用什么样的方式来观察事物和处理问题。它体现着世界观，是人们认识世界、改造世界的方法的理论。"
844,【S4】,随蓝知识竞赛SP2,三言两拍/三言二拍,"这是五部作品的合称，是凌濛初和冯梦龙所作的传奇小说集，包括《喻世明言》《初刻拍案惊奇》等。"
845,【S7】,随蓝知识竞赛SP2,色不迷人人自迷,"这句诗与杭州有关，它的下句写到了春秋时期的一位美女，同时也是一句杭州俗语。意思是人并非被美色所陶醉，而是因为自己沉醉。"
846,【L4】,随蓝知识竞赛SP2,楞次定律,"这个词与化学中的勒夏特列原理类似，可表述为：感应电流的磁场总要阻碍引起感应电流的磁通量的变化。是判断感应电流方向的依据。"
847,【R2】,随蓝知识竞赛SP2,阮咸,"这是一位魏晋名士，他精通音律，善弹琵琶，是竹林七贤之一。有以他命名的乐器。"
848,【H4】,随蓝知识竞赛SP2,沆瀣一气,"这个成语与一位主考官录取跟自己同姓的门生有关。他们两人的名字恰好组成一个词，表示夜间的雾气、水露。该成语现比喻气味相投的人相勾结。"
849,【H4】,随蓝知识竞赛SP2,花样滑冰,"这个体育项目是奥运会的正式比赛项目之一，该项目融合了音乐，选手需表演以技术动作为基础编排的节目并由评委打分排名，有单人、双人、冰舞等小项。"
850,【Y7】,随蓝知识竞赛SP2,因过竹院逢僧话,"这句诗是作者忘却尘世烦恼而感到清闲的原因，作者遇到了一位山僧并与之闲聊。出自李涉的《题鹤林寺壁》。"
851,【Z2】,随蓝知识竞赛SP2,鹧鸪,"这种鸟在古诗词中是离别的象征，人们模拟其叫声为“行不得也哥哥”。有个词牌名中有这种鸟的名字。"
852,【D2】,随蓝知识竞赛SP2,东京,"1.古都 2.清明 3.中日 4.爱情故事"
853,【W8】,随蓝知识竞赛SP2,王侯将相宁有种乎,"这句话出自农民之口，这位农民后来成为了历史上第一次农民起义的领袖。这句话的意思是：当官的人天生就是当官的料吗？"
854,【L3】,随蓝知识竞赛SP2,浏览器,"这类软件可以显示网页服务器或文件系统的HTML文件，并让用户与这些文件交互。IE和UC便属于此类。"
855,【L3/X3】,随蓝知识竞赛SP2,伶盗龙/迅猛龙,"这是一种动物，体表有鳞，肉食。它在影视作品中，经常被赋予较高的智慧和行动力，并且集体行动。它的学名意为“敏捷的盗贼”，是生活于白垩纪的恐龙。"
856,【J2】,随蓝知识竞赛SP2,禁手,"这是一个游戏术语兼规则，是指在对局中先天有利的一方不能使用的战术或一使用即被判负的行动，一般见于五子棋或将棋等棋类游戏中。"
857,【T4】,随蓝知识竞赛SP2,同城效应,"这个词指区域经济发展过程中，打破传统的城市之间的行政分割，促进区域市场、产业、基础设施一体化，以提高区域整体竞争力的效应。"
858,【S3】,随蓝知识竞赛SP2,三角洲,"这是一种常见的地表形貌，英语为delta，即河口冲积平原，因其形状而得名。"
859,【Z7】,随蓝知识竞赛SP2,种桃道士归何处,"这句诗创作时，距离作者第一次被贬已有23年。期间他曾被召回过京城却又被贬。这次重回京城的玄都观，他写下这句诗表示“害过我的人都去哪了！”"
860,【N2】,随蓝知识竞赛SP2,凝华,"这种物理变化会生成固体。窗花的形成便与之有关，即气体变为固体的过程。"
861,【T2】,随蓝知识竞赛SP2,桃园,"1.春庄 2.台北 3.水果 4.张飞"
862,【S5】,随蓝知识竞赛SP2,双十二事变,"这一事件的解决是中国由国内战争走向抗日民族战争的转折点，该事件发生于1936年12月12日，也称“西安事变”。"
863,【H5】,随蓝知识竞赛SP2,混循环小数,"这是一个数学名词，若一个最简分数的分母既含有质因数2或5，又有除它们外的质因数，则可以转化为此类小数，其循环节不从小数部分第一位开始。"
864,【X5】,随蓝知识竞赛SP2,闲坐说玄宗,"这句诗写的是宫殿衰败后，宫女们的聊天内容。她们正聊着唐明皇的事情。"
865,【W4】,随蓝知识竞赛SP2,万寿无疆,"这个成语旧时常用来祝颂帝王，出自《诗经·七月》，多用来祝人长命，没有止境。"
866,【M2】,随蓝知识竞赛SP2,帽子,"1.足球 2.工地 3.斗笠 4.乌纱"
867,【Z2】,随蓝知识竞赛SP2,紫薇,"这是一种花，白居易曾经写过不少与它相关的诗，它在唐朝时中书省多有种植，杜牧也因他描写这种花“不占园中最上春”获得了一个雅号。"
868,【Z7】,随蓝知识竞赛SP2,只疑松动要来扶,"这句词写了作者闲居期间晚上喝酒靠树醉倒时靠着树站起来时产生的幻觉。出自辛弃疾《西江月·遣兴》。下一句是“以手推松曰去”。"
869,【Y2】,随蓝知识竞赛SP2,硬水,"这个词指含有较多可溶性钙镁化合物的水，加入肥皂水后产生不溶性沉淀，可通过煮沸等方法软化。"
870,【Z4】,随蓝知识竞赛SP3,作茧自缚,"这个成语比喻自己使自己陷入了困境，就好像蚕吐丝把自己包在了蚕茧里面。"
871,【Q8】,随蓝知识竞赛SP3,巧妇难为无米之炊,"这句谚语与饭有关，但是又没有饭。比喻能力再强的人，如果缺少必要条件，也没办法做成一些事情。"
